;Codigo_provincia;Provincia;Codigo_municipio;Total_vc_2015;Total_vu_2015;Alquiler_mes_vc_m2_2015;Alquiler_mes_vu_m2_2015;Total_vc_2016;Total_vu_2016;Alquiler_mes_vc_m2_2016;Alquiler_mes_vu_m2_2016;Total_vc_2017;Total_vu_2017;Alquiler_mes_vc_m2_2017;Alquiler_mes_vu_m2_2017;Total_vc_2018;Total_vu_2018;Alquiler_mes_vc_m2_2018;Alquiler_mes_vu_m2_2018;Total_vc_2019;Total_vu_2019;Alquiler_mes_vc_m2_2019;Alquiler_mes_vu_m2_2019;Total_vc_2020;Total_vu_2020;Alquiler_mes_vc_m2_2020;Alquiler_mes_vu_m2_2020;Total_vc_2021;Total_vu_2021;Alquiler_mes_vc_m2_2021;Alquiler_mes_vu_m2_2021;Comunidad_autonoma;Poblacion_2003;Poblacion_2004;Poblacion_2005;Poblacion_2006;Poblacion_2007;Poblacion_2008;Poblacion_2009;Poblacion_2010;Poblacion_2011;Poblacion_2012;Poblacion_2013;Poblacion_2014;Poblacion_2015;Poblacion_2016;Poblacion_2017;Poblacion_2018;Poblacion_2019;Poblacion_2020;Poblacion_2021;Poblacion_2022;Inmuebles_totales;Viviendas_turisticas_2020;Viviendas_turisticas_2021;Viviendas_turisticas_2022;Turistas_2020;Turistas_2021;Turistas_2022;Total_casas_alquiler_2015;Porcentaje_viviendas_alquiler_2015;Porcentaje_vc_alquiler_2015;Porcentaje_vu_alquiler_2015;Total_casas_alquiler_2016;Porcentaje_viviendas_alquiler_2016;Porcentaje_vc_alquiler_2016;Porcentaje_vu_alquiler_2016;Total_casas_alquiler_2017;Porcentaje_viviendas_alquiler_2017;Porcentaje_vc_alquiler_2017;Porcentaje_vu_alquiler_2017;Total_casas_alquiler_2018;Porcentaje_viviendas_alquiler_2018;Porcentaje_vc_alquiler_2018;Porcentaje_vu_alquiler_2018;Total_casas_alquiler_2019;Porcentaje_viviendas_alquiler_2019;Porcentaje_vc_alquiler_2019;Porcentaje_vu_alquiler_2019;Porcentaje_viviendas_turisticas_2020;Total_casas_alquiler_2020;Porcentaje_viviendas_alquiler_2020;Porcentaje_vc_alquiler_2020;Porcentaje_vu_alquiler_2020;Porcentaje_viviendas_turisticas_2021;Total_casas_alquiler_2021;Porcentaje_viviendas_alquiler_2021;Porcentaje_vc_alquiler_2021;Porcentaje_vu_alquiler_2021;Porcentaje_viviendas_turisticas_2022
Cudillero;33;Asturias;33021;23.0;42.0;3.45261121856867;2.43055555555556;25.0;43.0;3.81393861892583;2.63706563706564;27.0;53.0;3.80201028517999;2.95634920634921;28.0;44.0;3.84615384615385;2.8735632183908;27.0;46.0;4.11968080769965;3.18181818181818;42.0;71.0;4.25531914893617;3.36114200964034;50.0;74.0;4.26355220704251;3.28530829556083;Asturias, Principado de;5992.0;5998.0;5976.0;5932.0;5894.0;5855.0;5797.0;5763.0;5721.0;5691.0;5568.0;5369.0;5210.0;5248.0;5183.0;5078.0;4987.0;4922.0;4968.0;4928.0;4484.0;120.5;238.5;246.0;10953.0;15008.0;25373.0;65.0;1.449598572702944;0.5129348795718108;0.936663693131133;68.0;1.5165031222123104;0.5575379125780553;0.9589652096342551;80.0;1.784121320249777;0.6021409455842998;1.1819803746654773;72.0;1.6057091882247994;0.6244424620874219;0.9812667261373773;73.0;1.6280107047279215;0.6021409455842998;1.0258697591436217;2.164064738601302;113.0;2.52007136485281;0.936663693131133;1.5834076717216772;4.221006802768348;124.0;2.7653880463871543;1.1150758251561106;1.6503122212310437;4.391076458889331
Cuenca;16;Cuenca;16078;641.0;96.0;4.1958041958042;4.14772727272727;740.5;108.0;4.20560747663551;4.11764705882353;800.0;109.0;4.2156862745098;4.18123543123543;846.0;116.0;4.32692307692308;4.36363636363636;857.0;119.0;4.49817625975121;4.50409836065574;1007.5;153.0;4.57831325301205;4.73228910728911;994.0;157.0;4.76190476190476;4.90196078431372;Castilla-La Mancha;27062.25;27568.875;28349.375;28870.0;29602.25;30050.75;30496.75;30889.75;31108.5;31420.0;31512.5;31486.5;31552.0;31416.0;31612.5;32024.5;32220.5;32534.5;32642.0;32878.5;17032.5;120.5;238.5;246.0;56295.0;63498.5;87215.5;827.2611940298507;5.423881848376382;5.114314275579633;0.3095675727967495;908.6901408450705;6.039792331753249;5.691528812356905;0.34826351939634326;991.0;6.15588017155203;5.804391989939054;0.351488181612976;1050.5;6.584760246364193;6.210699429234787;0.3740608171294057;1101.5;6.475121730998678;6.091386927219374;0.38373480377930413;0.822288865241366;1289.5;8.896843055689917;8.403469736545096;0.4933733191448196;1.7026216503821225;1288.0;9.122569410854213;8.616297442842862;0.5062719680113508;1.8058108413143723
Cuervo de Sevilla, El;41;Sevilla;41903;2.0;4.0;4.024285818356514;3.1852737319869755;3.0;13.0;4.1017198722384745;2.34591194968553;6.0;12.0;4.137275703419122;2.6219512195122;7.0;21.0;4.292142202312936;2.46951219512195;6.0;22.0;4.512213926838329;2.5;11.0;25.0;3.44551282051282;2.11689939133548;12.0;30.0;5.1849376114082;2.5487012987013;Andalucía;7801.0;7918.0;8130.0;8301.0;8410.0;8489.0;8562.0;8673.0;8660.0;8677.0;8737.0;8721.0;8694.0;8681.0;8698.0;8628.0;8610.0;8656.0;8667.0;8623.0;3586.0;1.0;2.0;5.0;4219.0;2030.0;3025.0;6.0;0.16731734523145567;0.05577244841048522;0.11154489682097044;16.0;0.44617958728388174;0.08365867261572783;0.36252091466815395;18.0;0.501952035694367;0.16731734523145567;0.33463469046291133;28.0;0.7808142777467931;0.19520356943669828;0.5856107083100948;28.0;0.7808142777467931;0.16731734523145567;0.6134969325153374;0.02788622420524261;36.0;1.003904071388734;0.3067484662576687;0.6971556051310652;0.05577244841048522;42.0;1.1712214166201895;0.33463469046291133;0.8365867261572784;0.13943112102621305
Cuevas del Almanzora;4;Almería;4035;82.0;32.0;2.85947712418301;1.78571428571429;86.0;41.0;2.84313725490196;2.1286231884058;111.0;50.0;2.74112021857923;2.0;120.0;60.0;3.01204819277108;2.05399061032864;130.0;61.0;3.10344827586207;2.30078578687573;181.0;86.0;3.64011958565439;2.47933884297521;203.0;87.0;3.64705882352941;2.75306908031627;Andalucía;10695.0;11001.0;11484.0;11422.0;11649.0;12596.0;13025.0;12891.0;13148.0;13296.0;13108.0;13737.0;13292.0;13362.0;13655.0;13776.0;14081.0;14455.0;14623.0;14790.0;8984.0;120.5;238.5;242.0;54456.0;63498.5;87215.5;114.0;1.2689225289403383;0.9127337488869101;0.3561887800534283;127.0;1.4136242208370435;0.9572573463935886;0.45636687444345503;161.0;1.7920747996438111;1.2355298308103295;0.5565449688334817;180.0;2.0035618878005343;1.335707925200356;0.667853962600178;191.0;2.1260017809439002;1.4470169189670525;0.6789848619768477;1.3802315227070348;267.0;2.9719501335707927;2.014692787177204;0.9572573463935886;2.7938557435440785;290.0;3.227960819234194;2.259572573463936;0.9683882457702583;2.6936776491540515
Cullera;46;Valencia/Valéncia;46105;412.0;73.0;3.88888888888889;3.45032840722496;485.0;83.0;3.92641267033129;3.68671423717295;528.0;106.0;4.02298850574713;3.88888888888889;562.0;107.0;4.16666666666667;3.88888888888889;611.0;117.0;4.55789277736411;4.18123543123543;798.0;153.0;4.72972972972973;4.36016511867905;898.0;148.0;4.9231220657277;4.43626045400239;Comunitat Valenciana;21372.0;22544.0;23261.0;23619.0;23406.0;23777.0;24121.0;23813.0;23304.0;22736.0;22292.0;22461.0;22236.0;22139.0;21999.0;21918.0;22145.0;22521.0;22708.0;22937.0;17032.5;120.5;238.5;246.0;56295.0;63498.5;87215.5;485.0;1.710879074361507;1.4533653167771976;0.2575137575843093;568.0;2.0036686891491464;1.710879074361507;0.2927896147876393;634.0;2.2364893466911244;1.8625652603358263;0.37392408635529845;669.0;2.3599548469027796;1.9825031748271482;0.37745167207563146;728.0;2.568082404402427;2.1553548751234657;0.4127275292789615;2.164064738601302;951.0;3.354734020036687;2.8150134048257374;0.5397206152109496;4.221006802768348;1046.0;3.6898546634683225;3.1677719768590378;0.5220826866092846;4.391076458889331
Culleredo;15;Coruña, A;15031;641.0;135.0;4.61538461538462;3.15734989648033;740.5;137.0;4.65210355987055;3.26086956521739;800.0;154.0;4.75;3.33333333333333;846.0;172.0;4.81927710843374;3.19148936170213;857.0;170.0;5.0059681372549;3.36842105263158;1007.5;208.0;5.14705882352941;3.37837837837838;994.0;212.0;5.33980582524272;3.73883300279714;Galicia;23851.0;24640.0;25650.0;26547.0;26707.0;27670.0;28227.0;28737.0;29207.0;29416.0;29415.0;29434.0;29593.0;29638.0;29982.0;30221.0;30402.0;30685.0;30758.0;30790.0;15869.0;29.0;61.0;55.0;32550.0;24794.0;28527.0;827.2611940298507;8.589073035477975;7.7383578045245445;0.8507152309534313;908.6901408450705;9.4712962379482;8.607977818388052;0.8633184195601488;991.0;10.28420190308148;9.313756380364232;0.9704455227172475;1050.5;11.027790030877812;9.943915810700107;1.083874220177705;1101.5;11.160123511248345;10.088852479677358;1.0712710315709875;0.18274623479740373;1289.5;13.397189488940702;12.086457873842082;1.31073161509862;0.3843972525048837;1288.0;13.76268195853551;12.426743966223455;1.335937992312055;0.3465876866847312
Cunit;43;Tarragona;43051;377.0;137.0;5.33333333333333;4.59723251791451;461.0;155.0;5.42310752443737;4.89510489510489;533.0;161.0;5.62666018038053;5.04894736842105;621.0;180.0;6.11147536687631;5.09259259259259;761.0;191.0;6.58855033855034;5.56616586028351;850.0;216.0;6.75675675675676;5.72915798611111;861.0;234.0;7.01576576576577;5.98165137614679;Cataluña;7339.0;8086.0;9017.0;10033.0;11102.0;11730.0;12279.0;12464.0;12551.0;12626.0;12416.0;11989.0;11883.0;11808.0;12041.0;12326.0;12952.0;13533.0;14081.0;14622.0;12827.0;120.5;238.5;246.0;21778.0;23311.0;36333.0;514.0;4.007172370780385;2.9391128089186873;1.068059561861698;616.0;4.8023700007796055;3.5939814453886334;1.2083885553909721;694.0;5.410462306073127;4.15529741950573;1.255164886567397;801.0;6.244640212052701;4.841350276759959;1.403289935292742;952.0;7.421844546659391;5.93279800420987;1.4890465424495205;1.3409214937241756;1066.0;8.31059483901146;6.62664691666017;1.6839479223512903;2.502533717938723;1095.0;8.536680439697513;6.712403523816949;1.8242769158805645;2.2608560068605286
Cuntis;36;Pontevedra;36015;13.0;7.0;2.22611784385585;2.755972941741644;15.0;8.0;2.3407131661442;2.794116091309617;21.0;8.0;2.33864575969839;2.8958905844551155;20.0;12.0;2.53164556962025;2.70833333333333;20.0;12.0;2.67857142857143;2.88461538461538;34.0;17.0;3.20987654320988;2.01953125;33.0;20.0;3.58499214248297;2.30469401041667;Galicia;5491.0;5443.0;5340.0;5267.0;5184.0;5172.0;5133.0;5115.0;5066.0;4992.0;4913.0;4931.0;4878.0;4794.0;4750.0;4710.0;4677.0;4665.0;4643.0;4592.0;2586.0;22.0;63.0;69.0;2380.0;6900.0;7880.0;20.0;0.7733952049497294;0.502706883217324;0.27068832173240526;23.0;0.8894044856921887;0.580046403712297;0.30935808197989173;29.0;1.1214230471771076;0.8120649651972158;0.30935808197989173;32.0;1.237432327919567;0.7733952049497294;0.46403712296983757;32.0;1.237432327919567;0.7733952049497294;0.46403712296983757;0.8507347254447022;51.0;1.9721577726218098;1.3147718484145399;0.6573859242072699;2.4361948955916475;53.0;2.0494972931167825;1.2761020881670533;0.7733952049497294;2.668213457076566
Curtis;15;Coruña, A;15032;51.0;17.0;2.39236111111111;2.52953126038827;56.0;19.0;2.31958762886598;2.18418383270911;69.0;19.0;2.44173441734417;1.72013888888889;70.0;25.0;2.60416666666667;2.59006211180124;73.0;34.0;2.71004700352526;2.60869565217391;113.0;42.0;2.78673835125448;3.01184990125082;116.0;47.0;2.7997186212441;2.60869565217391;Galicia;4438.0;4421.0;4369.0;4287.0;4244.0;4245.0;4246.0;4228.0;4214.0;4159.0;4112.0;4048.0;4015.0;3980.0;3968.0;3958.0;3983.0;4053.0;4081.0;4104.0;2948.0;4.0;9.0;11.0;2204.0;1967.0;2198.0;68.0;2.306648575305292;1.7299864314789688;0.576662143826323;75.0;2.5440976933514245;1.8995929443690638;0.6445047489823609;88.0;2.985074626865672;2.340569877883311;0.6445047489823609;95.0;3.2225237449118045;2.37449118046133;0.8480325644504749;107.0;3.6295793758480324;2.4762550881953866;1.153324287652646;0.13568521031207598;155.0;5.257801899592945;3.8331071913161465;1.4246947082767978;0.30529172320217096;163.0;5.529172320217096;3.9348710990502034;1.5943012211668928;0.373134328358209
Cuéllar;40;Segovia;40063;190.0;37.0;3.33333333333333;2.48774509803922;199.0;38.0;3.34935897435897;2.77777777777778;226.0;45.0;3.5;2.57373898057931;235.0;47.0;3.62095440585873;2.80164398061253;238.0;47.0;3.64001595623433;2.98760330578512;280.0;49.0;3.83720930232558;2.82473051900344;300.0;48.0;3.94716350081699;2.8335340559347;Castilla y León;9386.0;9495.0;9483.0;9540.0;9513.0;9841.0;9861.0;9730.0;9725.0;9726.0;9671.0;9547.0;9477.0;9501.0;9524.0;9584.0;9583.0;9659.0;9620.0;9588.0;6125.0;5.0;10.0;14.0;7968.0;12896.0;16549.0;227.0;3.706122448979592;3.1020408163265305;0.6040816326530613;237.0;3.869387755102041;3.2489795918367346;0.6204081632653061;271.0;4.424489795918367;3.6897959183673468;0.7346938775510204;282.0;4.604081632653061;3.836734693877551;0.7673469387755102;285.0;4.653061224489796;3.8857142857142857;0.7673469387755102;0.08163265306122448;329.0;5.371428571428571;4.571428571428571;0.8;0.16326530612244897;348.0;5.681632653061224;4.8979591836734695;0.7836734693877551;0.22857142857142856
Càlig;12;Castellón/Castelló;12034;18.0;7.0;3.0982905982906;2.4692100552566467;14.0;5.0;2.3936170212766;2.5153155085431003;15.0;9.0;2.87508261731659;2.642542237320303;21.0;12.0;2.92892156862745;2.44360902255639;13.0;12.0;3.01720314604364;2.53424657534247;31.0;15.0;3.44619973486522;2.58976207642394;36.0;18.0;3.02122114668652;2.49177246909455;Comunitat Valenciana;1808.0;1721.0;1647.0;1963.0;2023.0;2170.0;2198.0;2217.0;2236.0;2231.0;2130.0;2080.0;2049.0;2020.0;1959.0;1945.0;1950.0;1961.0;2002.0;1990.0;1533.0;15.0;22.0;31.0;16119.0;1663.0;3299.0;25.0;1.6307893020221786;1.1741682974559686;0.45662100456621;19.0;1.2393998695368558;0.91324200913242;0.32615786040443573;24.0;1.5655577299412915;0.9784735812133072;0.5870841487279843;33.0;2.152641878669276;1.36986301369863;0.7827788649706457;25.0;1.6307893020221786;0.8480104370515329;0.7827788649706457;0.9784735812133072;46.0;3.0006523157208087;2.0221787345075017;0.9784735812133072;1.4350945857795172;54.0;3.522504892367906;2.3483365949119372;1.1741682974559686;2.0221787345075017
Cànoves i Samalús;8;Barcelona;8042;641.0;68.0;5.383763604009358;5.60344827586207;740.5;84.0;5.468150497348996;5.48780487804878;800.0;92.0;5.586157766789938;5.62891049554975;846.0;92.0;5.851126691429016;5.78703703703704;857.0;107.0;6.291399348736935;6.10457516339869;1.0;110.0;6.534072223073226;6.43939393939394;0.0;110.0;6.795169565780164;6.43512273793166;Cataluña;2155.0;2297.0;2375.0;2490.0;2638.0;2693.0;2742.0;2809.0;2818.0;2865.0;2877.0;2863.0;2897.0;2873.0;2906.0;2995.0;3117.0;3156.0;3219.0;3289.0;1399.0;3.0;5.0;5.0;1200.0;1428.0;1166.0;827.2611940298507;12.937012124231854;9.91927050180611;2.8365109220462323;908.6901408450705;14.462089661512866;11.067323643889669;3.2345703288076355;991.0;15.516414019866337;11.81905789801226;3.6113574520014247;1050.5;16.606676256900272;12.869321774386531;3.8295514537892696;1101.5;16.748951469283693;12.956730684675858;3.9393673458988454;0.21443888491779842;111.0;7.934238741958541;0.07147962830593281;4.817932742879729;0.35739814152966404;110.0;7.862759113652609;0.0;4.874706691861261;0.35739814152966404
Cáceres;10;Cáceres;10037;641.0;165.0;3.94736842105263;3.38453648009511;740.5;188.5;3.958359375;3.41736694677871;800.0;205.5;4.02930402930403;3.54296114981485;846.0;221.5;4.11764705882353;3.57798165137615;857.0;225.0;4.35544217687075;3.72340425531915;1007.5;280.0;4.48709340659341;3.77226253830027;994.0;283.5;4.64875265172752;3.85454801464376;Extremadura;27062.25;27568.875;28349.375;28870.0;29602.25;30050.75;30496.75;30889.75;31108.5;31420.0;31512.5;31486.5;31552.0;31416.0;31612.5;32024.5;32220.5;32534.5;32642.0;32878.5;17032.5;120.5;238.5;246.0;56295.0;63498.5;87215.5;827.2611940298507;5.875534441805225;5.3947743467933496;0.4807600950118765;908.6901408450705;6.780047505938242;6.202375296912114;0.5776722090261283;991.0;7.488836104513064;6.848456057007126;0.6403800475059382;1050.5;7.9448931116389545;7.296912114014252;0.6479809976247031;1101.5;8.25083135391924;7.51353919239905;0.7372921615201901;0.4503562945368171;1289.5;10.147268408551069;9.28646080760095;0.8608076009501188;0.9045130641330166;1288.0;10.533016627078386;9.653206650831354;0.8798099762470308;0.8817102137767221
Cádiz;11;Cádiz;11012;641.0;8.0;6.93704262235868;3.7993728090096592;740.5;8.0;7.0;4.005921549556071;800.0;12.0;7.21428571428571;3.99367037037037;846.0;11.0;7.30769230769231;3.02373777777778;857.0;11.0;7.75004311165703;4.56690170940171;1007.5;20.0;7.91139240506329;5.46249565972222;994.0;18.0;8.21878444339474;5.30068943643162;Andalucía;27062.25;27568.875;28349.375;28870.0;29602.25;30050.75;30496.75;30889.75;31108.5;31420.0;31512.5;31486.5;31552.0;31416.0;31612.5;32024.5;32220.5;32534.5;32642.0;32878.5;17032.5;120.5;238.5;246.0;56295.0;63498.5;87215.5;827.2611940298507;6.031957823483467;6.018940380109346;0.013017443374121323;908.6901408450705;6.5510283780265555;6.538010934652434;0.013017443374121323;991.0;6.980604009372559;6.961077844311378;0.019526165061181985;1050.5;7.131931788596719;7.114032803957302;0.017898984639416818;1101.5;7.127050247331424;7.1091512626920075;0.017898984639416818;2.164064738601302;1289.5;7.833246550377506;7.800702941942203;0.03254360843530331;4.221006802768348;1288.0;8.087086696172872;8.057797448581098;0.029289247591772975;4.391076458889331
Cájar;18;Granada;18036;37.0;56.0;4.57535885167464;3.0;49.0;67.0;4.47704081632653;3.26950094679616;59.0;84.0;4.49899631983941;3.45454545454545;76.0;81.0;4.71698113207547;3.56866002214839;77.0;88.0;4.84165749403779;3.57142857142857;105.0;106.0;4.8243450767841;3.77358490566038;108.0;101.0;5.0;3.92717948717949;Andalucía;3653.0;3838.0;4051.0;4139.0;4318.0;4437.0;4596.0;4690.0;4714.0;4741.0;4837.0;4929.0;4909.0;5025.0;5054.0;5070.0;5129.0;5205.0;5262.0;5389.0;2333.0;5.0;14.0;16.0;548.0;330.0;913.0;93.0;3.9862837548221175;1.5859408486926705;2.4003429061294472;116.0;4.972138876982426;2.100300042863266;2.87183883411916;143.0;6.129447063866267;2.528932704672096;3.6005143591941704;157.0;6.729532790398628;3.2576082297471065;3.4719245606515217;165.0;7.072438919845692;3.3004714959279897;3.7719674239177023;0.2143163309044149;211.0;9.04414916416631;4.500642948992713;4.543506215173596;0.6000857265323618;209.0;8.958422631804543;4.6292327475353625;4.329189884269181;0.6858122588941278
Cártama;29;Málaga;29038;97.0;97.0;4.67619218787443;3.88792515572053;124.0;121.0;4.67289719626168;3.98412592938213;162.0;140.0;4.8804012345679;4.31034482758621;176.0;158.0;5.27272727272727;4.59183673469388;182.0;154.0;5.97012212852573;4.61538461538462;247.0;212.0;6.25;5.18292682926829;261.0;232.0;6.46857277882798;4.9677589156468;Andalucía;14783.0;15524.0;16692.0;17690.0;18865.0;20436.0;21313.0;22173.0;22867.0;23664.0;24242.0;24328.0;24592.0;24824.0;25317.0;25758.0;26259.0;26738.0;27436.0;27712.0;11426.0;50.0;92.0;106.0;18883.0;28673.0;59627.0;194.0;1.6978820234552774;0.8489410117276387;0.8489410117276387;245.0;2.1442324523017677;1.0852441799404866;1.0589882723612813;302.0;2.643094696306669;1.4178190092770873;1.2252756870295816;334.0;2.923157710484859;1.5403465779800456;1.3828111325048136;336.0;2.940661648870996;1.5928583931384561;1.34780325573254;0.43759845965342203;459.0;4.017153859618414;2.1617363906879046;1.8554174689305094;0.8051811657622965;493.0;4.314720812182741;2.284263959390863;2.030456852791878;0.9277087344652547
Cómpeta;29;Málaga;29045;4.0;15.0;4.768281922682934;2.82858570714643;4.0;14.0;4.821002657113423;2.89855072463768;7.0;15.0;4.938303928847598;3.01177536231884;9.0;20.0;5.158224549892115;3.125;10.0;25.0;3.80410065944061;3.27569879832811;10.0;27.0;3.79746835443038;3.60732384169884;13.0;30.0;4.91803278688525;3.32364228773069;Andalucía;3195.0;3364.0;3418.0;3582.0;3712.0;3794.0;3854.0;3862.0;3832.0;3861.0;3885.0;3459.0;3503.0;3705.0;3847.0;3745.0;3922.0;3967.0;3866.0;3814.0;3423.0;120.5;238.5;246.0;24592.0;30291.0;52907.0;19.0;0.5550686532281625;0.11685655857434998;0.43821209465381245;18.0;0.5258545135845749;0.11685655857434998;0.40899795501022496;22.0;0.6427110721589249;0.20449897750511248;0.43821209465381245;29.0;0.8472100496640373;0.26292725679228746;0.5842827928717499;35.0;1.0224948875255624;0.29214139643587494;0.7303534910896874;2.164064738601302;37.0;1.0809231668127373;0.29214139643587494;0.7887817703768624;4.221006802768348;43.0;1.2562080046742623;0.37978381536663747;0.8764241893076249;4.391076458889331
Córdoba;14;Córdoba;14021;641.0;165.0;5.43478260869565;3.64254933840927;740.5;188.5;5.51282051282051;3.92857142857143;800.0;205.5;5.6043956043956;3.87931034482759;846.0;221.5;5.81578947368421;4.18702227624413;857.0;225.0;6.15548487865026;4.33883998536123;1007.5;280.0;6.25925925925926;4.49301659366132;994.0;283.5;6.42184942716858;4.69409282700422;Andalucía;27062.25;27568.875;28349.375;28870.0;29602.25;30050.75;30496.75;30889.75;31108.5;31420.0;31512.5;31486.5;31552.0;31416.0;31612.5;32024.5;32220.5;32534.5;32642.0;32878.5;17032.5;120.5;238.5;246.0;56295.0;63498.5;87215.5;827.2611940298507;4.448192263096869;4.158631935961904;0.2895603271349649;908.6901408450705;5.0440540925973005;4.725351719690722;0.31870237290657805;991.0;5.512186955524278;5.155041883940252;0.3571450715840252;1050.5;5.843910242499024;5.466303734522164;0.37760650797685996;1101.5;5.997681037208812;5.60767365869084;0.39000737851797196;0.8457393709038374;1289.5;6.981070071118992;6.5315385140036835;0.4495315571153095;1.4608225497429919;1288.0;7.3065929228231825;6.837219972842093;0.4693729499810887;1.6034325609657798
Cúllar;18;Granada;18056;3.0;4.0;3.5918550937622813;3.0146096959099107;4.0;5.0;3.5714521874700207;2.974507567611823;7.0;6.0;3.659736586129634;3.0343007743832207;7.0;6.0;3.641980161135367;2.9844970250563225;8.0;9.0;3.9227075022872366;3.241378572832823;10.0;13.0;2.23880597014925;2.2680032043174;12.0;14.0;2.46268656716418;2.00047455278273;Andalucía;4820.0;4836.0;4898.0;4898.0;4859.0;4832.0;4766.0;4703.0;4653.0;4630.0;4612.0;4500.0;4351.0;4296.0;4276.0;4171.0;4129.0;4091.0;4079.0;4017.0;2705.0;7.0;21.0;19.0;5884.0;7663.0;17383.0;7.0;0.2587800369685767;0.11090573012939002;0.1478743068391867;9.0;0.33271719038817005;0.1478743068391867;0.18484288354898337;13.0;0.4805914972273567;0.2587800369685767;0.22181146025878004;13.0;0.4805914972273567;0.2587800369685767;0.22181146025878004;17.0;0.6284658040665434;0.2957486136783734;0.33271719038817005;0.2587800369685767;23.0;0.8502772643253235;0.36968576709796674;0.4805914972273567;0.7763401109057301;26.0;0.9611829944547134;0.4436229205175601;0.5175600739371534;0.7024029574861368
Cúllar Vega;18;Granada;18057;65.0;63.0;3.46153846153846;2.92806725462779;84.0;71.0;3.63636363636364;3.23160826177767;110.0;77.0;3.73831775700935;3.409200968523;128.0;83.0;3.88888888888889;3.51219846491228;126.0;86.0;4.22535211267606;3.7037037037037;206.0;97.0;4.49234092694423;3.82783882783883;198.0;97.0;4.7080136402387;3.94736842105263;Andalucía;4799.0;5173.0;5556.0;5892.0;6212.0;6503.0;6658.0;6914.0;7019.0;7104.0;7090.0;7139.0;7128.0;7198.0;7330.0;7378.0;7429.0;7547.0;7719.0;7681.0;3067.0;12.0;23.0;15.0;5470.0;866.0;348.0;128.0;4.1734594065862405;2.119334854907075;2.0541245516791653;155.0;5.053798500163026;2.7388327355722204;2.3149657645908053;187.0;6.097163351809586;3.5865666775350507;2.5105966742745354;211.0;6.879686990544506;4.1734594065862405;2.7062275839582655;212.0;6.912292142158461;4.108249103358331;2.8040430388001303;0.3912618193674601;303.0;9.879360939028366;6.716661232474731;3.1626997065536355;0.7499184871209651;295.0;9.618519726116727;6.455820019563091;3.1626997065536355;0.48907727420932506
Daganzo de Arriba;28;Madrid;28053;133.0;112.0;6.3766268187468;5.55555555555556;152.0;122.0;6.52173913043478;5.55555555555556;172.0;136.0;6.84931506849315;5.55555555555556;197.0;144.0;7.15457188265024;5.55555555555556;195.0;136.0;7.90855375170983;6.11111111111111;223.0;151.0;7.98550724637681;6.27314814814815;231.0;150.0;7.98493592525095;6.52613641789619;Madrid, Comunidad de;5307.0;6311.0;6889.0;7340.0;7895.0;8493.0;8792.0;8989.0;9268.0;9560.0;9793.0;9841.0;9919.0;9981.0;10082.0;10061.0;10205.0;10337.0;10520.0;10650.0;3514.0;1.0;1.0;0.0;9474.0;15871.0;13586.0;245.0;6.972111553784861;3.7848605577689245;2.8365109220462323;274.0;7.797381900967558;4.325554923164485;3.2345703288076355;308.0;8.764940239043824;4.894706886738759;3.6113574520014247;341.0;9.704040978941377;5.606146841206602;3.8295514537892696;331.0;9.41946499715424;5.549231644849175;3.8702333523050654;0.028457598178713718;374.0;10.64314171883893;6.346044393853159;4.297097324985772;0.028457598178713718;381.0;10.842344906089926;6.573705179282869;4.2686397268070575;0.0
